instrument,timeframe,t,side,theta,stationary_std,hurst,hmm_state_confidence,hmm_recent_flip,gjr_vol_pct,egarch_vol_pct,garman_klass_vol_pct,rejected
NQ,1h,830,resistance,0.05021814698126359,14.746588872333676,0.4460122035290448,0.5994471288856733,1,0.2261927068711917,0.2235931109648493,0.1319988063334033,1
NQ,1h,850,resistance,0.07866069771117334,12.000343363601546,0.4744171318280147,0.6009650415896435,1,0.11003516565730127,0.24208536070498504,0.13777136044644112,0
NQ,1h,870,resistance,0.07561394175265834,10.617198759526763,0.4982876946405719,0.603186224505046,1,0.12683218161953,0.2249123086332663,0.13503266704419578,1
NQ,1h,890,resistance,0.07972962580370968,10.33747115761866,0.5108749138054937,0.6024826653975078,1,0.12450441142920866,0.2768262839499583,0.13732978991130976,1
NQ,1h,910,support,0.07293826712435969,11.749236210234425,0.5301660887607721,0.6027375848317631,1,0.1284144751572309,3.4326875166224777,0.14019079294543163,1
NQ,1h,930,resistance,0.06982424085055661,12.77598737184782,0.5285560274991056,0.6071386070461082,1,0.11593741666753599,0.21020152276926884,0.14467216082526219,1
NQ,1h,930,support,0.06982424085055661,12.77598737184782,0.5285560274991056,0.6071386070461082,1,0.11593741666753599,0.21020152276926884,0.14467216082526219,0
NQ,1h,950,resistance,0.06885436394017885,12.620431948042748,0.4888177742441313,0.6028507300873144,1,0.1151775133860126,1.276638306881748e-68,0.14688861814833484,1
NQ,1h,970,resistance,0.1374472084389481,9.319547345837073,0.4474990981332128,0.6014354775404502,1,0.1110732063903421,0.10694257226171423,0.14127162018730086,0
NQ,1h,990,resistance,0.1272830896496554,10.1441770531345,0.31724147416737103,0.6016247513888365,1,0.19597489250014113,0.1818181574610906,0.14801564541177398,1
NQ,1h,990,support,0.1272830896496554,10.1441770531345,0.31724147416737103,0.6016247513888365,1,0.19597489250014113,0.1818181574610906,0.14801564541177398,0
NQ,1h,1050,resistance,0.08009072433011488,16.88707820481741,0.4693171295667966,0.6023683868068218,1,0.13171727018464804,0.13039264811940737,0.1705321925948033,1
NQ,1h,1050,support,0.08009072433011488,16.88707820481741,0.4693171295667966,0.6023683868068218,1,0.13171727018464804,0.13039264811940737,0.1705321925948033,1
NQ,1h,1110,resistance,0.03963383859512526,23.102449391013796,0.4885417386469478,0.607506349307503,1,0.09760768588140775,0.09511126797516765,0.16303491819841714,1
NQ,1h,1130,resistance,0.049197711271993905,20.241362917314945,0.4237319551293591,0.6051603862442798,1,0.1185797669476828,0.11057213943426247,0.16491409696722967,1
NQ,1h,1170,support,0.1104263579157071,12.338266257502486,0.3355961141610675,0.6038914246383064,1,0.1573481388036463,0.2007942365419574,0.1436072265918786,0
NQ,1h,1190,support,0.10860515002004933,12.110037270317068,0.4450097190061647,0.6054456660128769,1,0.08411590566108891,0.09253044420756687,0.14401069413893458,0
NQ,1h,1210,support,0.1084346087109479,15.125464137955253,0.5054379134275548,0.5997620467922022,1,0.1099735185970632,0.12117203050258603,0.1560491649964572,0
NQ,1h,1250,resistance,0.05501821917442529,23.789669564390202,0.5550950767988518,0.6016483620255909,1,0.1647185410508116,0.17775334685461072,0.17053002471745918,0
NQ,1h,1270,support,0.03046565990435046,25.738866591220095,0.5460877478780245,0.6018204253281715,1,0.16372762342575742,0.16579012065949403,0.17544942979265601,1
NQ,1h,1290,support,0.037824425852090005,24.60823232135186,0.5809599986237645,0.6048800068149183,1,0.1681135024324948,0.16221707252107073,0.17550513022960723,1
NQ,1h,1310,resistance,0.028732806993992277,25.88094209429841,0.5851177898938897,0.6117143386394952,1,0.16861523930387798,0.4224633596602222,0.1792591685788789,1
NQ,1h,1310,support,0.028732806993992277,25.88094209429841,0.5851177898938897,0.6117143386394952,1,0.16861523930387798,0.4224633596602222,0.1792591685788789,1
NQ,1h,1330,resistance,0.03437830715767287,23.31448580656675,0.5682570604052872,0.6126293425123253,1,0.1575428407390663,0.4847495814014808,0.17929978132739724,1
NQ,1h,1330,support,0.03437830715767287,23.31448580656675,0.5682570604052872,0.6126293425123253,1,0.1575428407390663,0.4847495814014808,0.17929978132739724,0
NQ,1h,1350,resistance,0.05629118709628533,18.724000532621496,0.5819180688250587,0.6063188261824203,1,0.16538693431445445,0.17256096645163868,0.18141732861880136,1
NQ,1h,1370,resistance,0.06832687176578434,17.692034105224387,0.49267940356258405,0.6037417698816138,1,0.16784949557482542,0.17840309671572827,0.1894088355271165,0
NQ,1h,1370,support,0.06832687176578434,17.692034105224387,0.49267940356258405,0.6037417698816138,1,0.16784949557482542,0.17840309671572827,0.1894088355271165,1
NQ,1h,1390,support,0.04838367535388299,24.23264610924578,0.46052107797568675,0.6027577600811612,1,0.15821655568607584,0.1650639324788208,0.20298909019941486,0
NQ,1h,1410,support,0.042378218414254376,23.665789170587157,0.39613239336643924,0.6037294709416863,1,0.14166700508749086,0.13662584626801325,0.2065313889854501,0
NQ,1h,1430,support,0.07679416255885485,22.59406692876741,0.4336394848112348,0.5996920651226458,1,0.19707571368088303,0.20264161749035373,0.2098858816348002,1
NQ,1h,1490,resistance,0.06522590090222591,20.368293544013692,0.36346441000389385,0.6029622606692581,1,0.12670392026390806,0.1110708680142188,0.22126080968650577,1
NQ,1h,1530,support,0.0519737060947596,26.422399753959006,0.5377180788703252,0.6046639647088913,1,0.13115000419182768,0.13454907203698052,0.20985295052319475,1
NQ,1h,1610,resistance,0.041881784174229386,32.64428537814939,0.6095649427660839,0.6078935227321575,1,0.13443431341318618,0.10219564346386113,0.21245995231751175,1
NQ,1h,1650,support,0.013497616573174165,45.29199752451774,0.5510563237821944,0.6030958680533878,1,0.16006779907562468,0.17377013242451217,0.22968857249825933,0
NQ,1h,1670,support,0.019319327767878147,36.46101658337831,0.6132860609118412,0.6105062746077894,1,0.13198298614411164,0.13364713917465365,0.23111802123908742,0
NQ,1h,1690,support,0.033847644397901666,35.774581775023336,0.6377574174502024,0.6030413360734209,1,0.17183321224076706,0.21314366418609262,0.24223960957171173,1
NQ,1h,1710,support,0.03804419323057795,36.87465524942514,0.6268095031584066,0.6121759012252983,1,0.1349777516423871,0.11800962928010107,0.2729904417382944,1
NQ,1h,1730,support,0.0340458484362377,38.00690073795466,0.6337082719035688,0.6273638493102462,1,0.1171648488349503,0.08917390231356605,0.26079703789844527,0
NQ,1h,1810,resistance,0.042396504335037166,34.30394186456907,0.48521995347793245,0.5980115459108326,1,0.11819075921118559,0.06059219305509014,0.26786563876735026,1
NQ,1h,1810,support,0.042396504335037166,34.30394186456907,0.48521995347793245,0.5980115459108326,1,0.11819075921118559,0.06059219305509014,0.26786563876735026,1
NQ,1h,1830,resistance,0.07354277269961895,25.721675347003917,0.3306927525728066,0.6020155492882987,1,0.08761402601071414,0.0628161236257068,0.258754487303865,1
NQ,1h,1830,support,0.07354277269961895,25.721675347003917,0.3306927525728066,0.6020155492882987,1,0.08761402601071414,0.0628161236257068,0.258754487303865,1
NQ,1h,1850,resistance,0.08320280370544797,24.809268943265124,0.2199074799258967,0.6088415355185229,1,0.07915286070838953,0.06520702060303835,0.2241484186945774,1
NQ,1h,1870,resistance,0.06756414384916531,29.132885791047325,0.2600722408970682,0.6053807013440382,1,1.159656254873265,18.518859106288012,0.21950158836701616,1
NQ,1h,1930,resistance,0.0658918763083487,20.690542622866968,0.47618360600397713,0.6100322358853844,1,0.16378334480621837,0.20919881790518505,0.17994873003413672,0
NQ,1h,1950,support,0.09018308124867058,19.442418607459338,0.3868949657785705,0.615648215801089,1,0.3045139830588361,0.15141407323684475,0.19662308195109415,1
NQ,1h,1970,resistance,0.08097306453156139,19.939974933449353,0.3925711814947916,0.616536816717496,1,0.16451627116961356,0.1524731803381384,0.19982553517821053,1
NQ,1h,1970,support,0.08097306453156139,19.939974933449353,0.3925711814947916,0.616536816717496,1,0.16451627116961356,0.1524731803381384,0.19982553517821053,1
NQ,1h,2030,resistance,0.054523721732583685,21.53966099872757,0.40091088221694005,0.620844630195678,1,0.09409218352051878,0.08163341286444813,0.20895113872357118,1
NQ,1h,2050,resistance,0.04722949912456331,19.74095548944922,0.3657242131600666,0.602356769231534,1,0.32933437103677987,0.4489039013834968,0.20011336496058627,0
NQ,1h,2110,support,0.09175310400557068,14.34810180207241,0.44495585516544994,0.6040727939246845,1,0.29186823144026874,0.2987434795287617,0.1901770068893987,1
NQ,1h,2130,support,0.055814375446335385,19.835370622969368,0.38850918151768754,0.6031281249260356,1,0.31940904530800396,1.1422688471995919,0.197271734376635,1
NQ,1h,2150,support,0.08764906823329088,17.14265267939623,0.33748590588303734,0.6059179333967231,1,0.294841824949511,0.3403866182238842,0.1923351628219455,1
NQ,1h,2190,support,0.07139486610580814,18.096825919419718,0.4703848299542478,0.6079830493554862,1,0.13473278903170263,0.1463828200456676,0.18700329479977956,1
NQ,1h,2210,support,0.06604367051950666,24.030216180463967,0.48754031853278074,0.60089670835222,1,0.08356982923202028,0.05850738624115894,0.182841671500503,1
NQ,1h,2270,resistance,0.025679850336828736,25.74385150109177,0.4747041507781604,0.600532675171949,1,0.16352651770464294,0.20939118080535965,0.17204400590633506,1
NQ,1h,2290,resistance,0.025962413809209273,23.62790476449215,0.5410979241387529,0.6101007685541632,1,0.1738677310228886,0.18154008638749444,0.1641117317302702,1
NQ,1h,2310,resistance,0.04904358206368309,17.41626295813125,0.5251314427531316,0.613110219478533,1,0.08985503457380817,2.4583700720624424e-13,0.15264105025507144,1
NQ,1h,2310,support,0.04904358206368309,17.41626295813125,0.5251314427531316,0.613110219478533,1,0.08985503457380817,2.4583700720624424e-13,0.15264105025507144,1
NQ,1h,2330,resistance,0.07179859842830438,15.485421029007343,0.40356552570641246,0.6112592817733425,1,0.09351495412806998,0.08946636061075276,0.1587685670010413,1
NQ,1h,2330,support,0.07179859842830438,15.485421029007343,0.40356552570641246,0.6112592817733425,1,0.09351495412806998,0.08946636061075276,0.1587685670010413,1
NQ,1h,2370,resistance,0.058631980039696274,20.289652759075878,0.45615718398594934,0.606461118193677,1,0.14184227213123216,0.150368734278507,0.16822423160661087,0
NQ,1h,2370,support,0.058631980039696274,20.289652759075878,0.45615718398594934,0.606461118193677,1,0.14184227213123216,0.150368734278507,0.16822423160661087,0
NQ,1h,2390,resistance,0.051252952600573054,21.688592695326257,0.3421869529059908,0.610117497854752,1,0.09609777689350897,0.09391875296439076,0.16389987876990336,1
NQ,1h,2410,resistance,0.06613758815840198,19.958241056320137,0.3679392110298496,0.6009760089319918,1,0.07837253735985139,0.07212921221635259,0.1444674868611565,0
NQ,1h,2430,resistance,0.041759567303357614,22.82987030441761,0.41201711319589657,0.6005338960686047,1,0.06972605258054007,0.07028468666839026,0.12645270554790863,0
NQ,1h,2550,resistance,0.11296000248181948,7.223704252094006,0.48880582418668317,0.6014824344864681,1,0.09479755089461442,0.3128128763735194,0.10271237573912151,1
NQ,1h,2570,resistance,0.15272809852184877,6.730644707188074,0.45673721645784693,0.602571459050802,1,0.09511164329287697,5.432009856143868e-05,0.1091561940319605,0
NQ,1h,2590,support,0.20528994270366008,5.7462359706885975,0.28335003890184074,0.602394447634864,1,0.08521604021786096,0.1745285272514558,0.10997766806809602,1
NQ,1h,2630,resistance,0.09084420808893756,12.783365342386574,0.43139701242082124,0.6017948114980248,1,0.09870322684229413,0.17538676142813886,0.11921084612955411,1
NQ,1h,2750,resistance,0.06497823934015223,10.502958138955265,0.39818643763459294,0.6035400878575552,1,0.13347723265094905,1.7945789734985174,0.1227780766582839,1
NQ,1h,2770,support,0.07981689943966686,11.401497674795053,0.34933636838823756,0.6031535152584668,1,0.1447146070930525,0.788290400652372,0.1202004483751498,1
NQ,1h,2790,support,0.0710950912016809,10.580035861197295,0.39843476518115545,0.6032388520963341,1,0.11361837192626244,0.1217829995246884,0.1227380649476687,1
NQ,1h,2810,support,0.08796740614114607,9.829418580585482,0.39154556478390684,0.6019755656307348,1,0.08176695811562411,0.07794150858153304,0.12674963130742137,1
NQ,1h,2850,resistance,0.12032449243877819,9.804770674027774,0.42226664017649795,0.6011003848031675,1,0.08013851236823447,0.08380451771746682,0.13263256653184768,0
NQ,1h,2870,resistance,0.08681894317069327,10.743772747634234,0.3234706477215879,0.6016835355501193,1,0.0623111516051606,0.05777298328862887,0.1324126658363186,0
NQ,1h,2890,resistance,0.1052185481166279,9.979450614420676,0.3392154818036798,0.5998835506795807,1,0.16000065086645468,0.16257970023809076,0.12358556459020854,0
NQ,1h,2910,resistance,0.11951942811985494,8.012330649117226,0.34023081292950724,0.6009214511353183,1,0.11955005531340435,0.11334688455956304,0.11131438685848996,0
NQ,1h,2930,resistance,0.12126660940760903,8.981006875433263,0.23915509264432983,0.6007426634263863,1,0.13542755070648993,0.1515309727878196,0.11162404736275672,1
NQ,1h,2950,support,0.13016388902964005,8.245032602735035,0.3188938080653502,0.6024083049082292,1,0.06658269079490124,0.06938015855632508,0.1103266980127721,0
NQ,1h,2970,support,0.14003914366628223,8.500174926598799,0.26954660477746073,0.601516400176311,1,0.08780836573281856,0.09950393162928357,0.1197027073489452,1
NQ,1h,2990,resistance,0.12093142863103634,8.843867942383879,0.25048499648891004,0.6026776940573955,1,0.1059567772417229,0.107306814454692,0.11723867680425283,0
NQ,1h,3010,resistance,0.10005768920259073,10.943928016060275,0.28756432112384395,0.6023462787513554,1,0.11956153382450894,0.11833948119305318,0.11505000060129358,1
NQ,1h,3030,resistance,0.06468962645762055,14.192011382163392,0.2853024877011715,0.6018870551865811,1,0.0889459904272611,0.07620347280838825,0.1125301141492106,0
NQ,1h,3050,resistance,0.043057049750351406,22.377802189581157,0.3456556961724871,0.6018093957992434,1,0.09086262655728089,0.08570700657299753,0.11164308837147902,0
NQ,1h,3070,resistance,0.05141576087284061,18.533236405375185,0.41338244866983337,0.6042515734115613,1,0.08665475326224245,0.07943992613798505,0.10268433651816106,0
NQ,1h,3150,resistance,0.021401151392815287,15.792702891296384,0.48095364049811756,0.6014496982825425,1,0.06510093430768048,0.07812502386101795,0.09224238379672449,1
NQ,1h,3170,resistance,0.04131547320487916,13.728698523727399,0.5519484925150901,0.6010003656905769,1,0.0622440560722156,0.0811206817941231,0.09732692660866503,0
NQ,1h,3170,support,0.04131547320487916,13.728698523727399,0.5519484925150901,0.6010003656905769,1,0.0622440560722156,0.0811206817941231,0.09732692660866503,1
NQ,1h,3190,resistance,0.03190955163278075,13.945017325566962,0.5105803492259756,0.6011233000898284,1,0.07384919147523104,0.08320577902345508,0.10217282408744575,0
NQ,1h,3230,resistance,0.07419986899833186,12.915445739357759,0.44761641599732227,0.6022509391549381,1,0.07090807322534971,1.602720736600899,0.11809656699183876,0
NQ,1h,3230,support,0.07419986899833186,12.915445739357759,0.44761641599732227,0.6022509391549381,1,0.07090807322534971,1.602720736600899,0.11809656699183876,1
NQ,1h,3250,resistance,0.08310358029212406,12.832110565217267,0.48679461064435103,0.6026393637417953,1,0.07784259746950122,0.0902573473703463,0.11958806677886077,0
NQ,1h,3250,support,0.08310358029212406,12.832110565217267,0.48679461064435103,0.6026393637417953,1,0.07784259746950122,0.0902573473703463,0.11958806677886077,1
NQ,1h,3270,resistance,0.05177990923726783,19.84435630096735,0.43418300663579734,0.6037866713797618,1,0.11670956139370774,0.14451733843381148,0.13941252998918466,1
NQ,1h,3310,resistance,0.04633022389463015,18.4595670209097,0.35829696341401307,0.604698915973974,1,0.2140969606920266,0.21745279493418507,0.13405146836901374,1
NQ,1h,3330,resistance,0.05231140832547343,19.36910966599129,0.37320103531943144,0.6018368899934803,1,0.11113100584984616,0.1129958489417273,0.14559153557155793,1
NQ,1h,3350,resistance,0.0529670260758528,17.79924202750565,0.5493401633380685,0.6012442906682447,1,0.0942963329058331,0.09459678886238376,0.14056758466702304,1
NQ,1h,3370,resistance,0.0596554608385671,16.286162711414185,0.5407033031837012,0.6006856587947693,1,0.10182980917519169,0.07975712287371875,0.140652754989678,0
NQ,1h,3390,resistance,0.0537170467453586,16.876134191213303,0.541577446143255,0.6007575888098763,1,0.1238522436030563,0.14532280135519832,0.14418404974764182,1
NQ,1h,3390,support,0.0537170467453586,16.876134191213303,0.541577446143255,0.6007575888098763,1,0.1238522436030563,0.14532280135519832,0.14418404974764182,1
NQ,1h,3410,resistance,0.04468150427459494,20.100090979636807,0.5221149838877167,0.6007023323517657,1,0.15613661621576772,0.14908034071493642,0.14831311995777852,1
NQ,1h,3410,support,0.04468150427459494,20.100090979636807,0.5221149838877167,0.6007023323517657,1,0.15613661621576772,0.14908034071493642,0.14831311995777852,1
NQ,1h,3490,resistance,0.0501663509972774,12.869860513345882,0.4733883336054374,0.6040774463625462,1,0.09009269648005258,0.08338967425265675,0.12100734650638792,1
NQ,1h,3510,resistance,0.06016443975869823,12.548227756710201,0.4549600787916281,0.6026771525893859,1,0.14970205077915683,0.14966308941216125,0.1274921671272162,1
NQ,1h,3530,resistance,0.08974382676925485,10.218613282092358,0.4053900882972027,0.6002461600265724,1,0.12023548834087357,0.1266194092638685,0.1308010655254435,0
NQ,1h,3550,support,0.1226223339374638,8.76056525968907,0.277493810784812,0.6011655128964449,1,0.1031065809438023,0.09876097595778846,0.1351209561924493,0
NQ,1h,3570,support,0.07465175948849345,16.889746777845033,0.5234068833944033,0.6020447865247822,1,0.11663106300751304,0.12822191593369647,0.14503916219867644,0
NQ,1h,3590,support,0.04696244000800753,25.39118342026483,0.43388300909105587,0.6022656878889021,1,0.09022022113024156,0.09312759087062053,0.16414162528915244,0
NQ,1h,3610,support,0.03895168305330543,25.931991086988837,0.4555733548043603,0.6021475066913933,1,0.08580807472233143,0.08397088916520044,0.16890559944618538,1
NQ,1h,3630,support,0.037529150138159495,24.65161660477354,0.4547233578629256,0.6014515659286488,1,0.25241439991396153,0.24278186759069773,0.18220693481358122,1
NQ,1h,3650,support,0.05281461741503213,22.330392318001635,0.4076999481627201,0.6022094843993259,1,0.3436465512914265,0.34035647643070277,0.18640489859529363,1
NQ,1h,3670,support,0.09416035719228066,16.59805024801166,0.3963377094851962,0.6027722674642646,1,0.11296981825717119,0.1289691452196015,0.18453949453188284,1
NQ,1h,3730,support,0.10571912413803075,13.378788480570789,0.4404308685868511,0.60069264741095,1,0.10017895113927283,0.1050896891810427,0.169625038952275,1
NQ,1h,3750,resistance,0.07002277715744376,17.671365330137988,0.4361836797273318,0.5996829321717054,1,0.19008576245291536,0.20560912833137457,0.17223939847985603,0
NQ,1h,3770,resistance,0.049108822461192636,19.855171560689975,0.4166346637467011,0.6005164657189975,1,0.11294726352012979,0.138038304753619,0.16750816924789524,1
NQ,1h,3830,resistance,0.054112237985658895,21.742628928938796,0.3217026951928027,0.6015231360168538,1,0.09910440194456083,0.10882410924191642,0.14176306554299092,0
NQ,1h,3850,resistance,0.0515247736899509,20.501964426074764,0.3613203694119978,0.6037640780649425,1,0.07804925851322814,0.07688725784482799,0.12671582780193613,1
NQ,1h,4010,resistance,0.06172094173962739,8.861055139654253,0.36807957849402234,0.6015442519893865,1,0.058145580577445885,0.05526857398437936,0.09110569197326325,1
NQ,1h,4030,resistance,0.06380496986662587,8.022330106229184,0.4209218624018557,0.6007992028796472,1,0.05498741835999206,0.055515396909849586,0.09287513345353311,1
NQ,1h,4050,resistance,0.09331789700518667,6.656830945339441,0.43232163386641415,0.6009408891603346,1,0.0664787138115928,0.07039670957742986,0.09065729738327102,1
NQ,1h,4070,resistance,0.14127961547586132,6.165861527029201,0.41133762642975813,0.6010527354987555,1,0.06466136416275339,0.06747244862327391,0.09062819362527784,0
NQ,1h,4090,resistance,0.11921575690359698,6.2298865308849045,0.297974780916667,0.6010109696111982,1,0.06767576470454963,0.06064514004110669,0.08062710549847132,1
NQ,1h,4110,support,0.13520890270689023,5.804898234326422,0.2500881125735218,0.6007918868689246,1,0.0552049996324689,0.056849618766653856,0.07832580754135028,1
NQ,1h,4130,resistance,0.07488709851049802,9.674260769628132,0.32086344215865376,0.6012527486737221,1,0.07513280644340432,0.07957483845918423,0.08911063828812327,0
NQ,1h,4150,resistance,0.08394881523218767,10.163914359200787,0.3346904252986,0.6013768708228561,1,0.17209083177492618,0.1598394087333164,0.10394560950429503,1
NQ,1h,4170,resistance,0.0954403006240796,10.552281525998987,0.35743819751788275,0.6013682100431109,1,0.17180892136578385,0.15782708202262932,0.11620427770584066,0
NQ,1h,4190,resistance,0.09025061616223917,10.611724963569426,0.3824523364305005,0.601741022540102,1,0.0796056453406049,0.08185601939088671,0.11329051482542303,0
NQ,1h,4190,support,0.09025061616223917,10.611724963569426,0.3824523364305005,0.601741022540102,1,0.0796056453406049,0.08185601939088671,0.11329051482542303,1
NQ,1h,4210,resistance,0.11114646773884129,10.402022919889692,0.35687036223068025,0.6018940837347431,1,0.102259093435428,0.10743753387366697,0.11526152821422929,0
NQ,1h,4210,support,0.11114646773884129,10.402022919889692,0.35687036223068025,0.6018940837347431,1,0.102259093435428,0.10743753387366697,0.11526152821422929,0
NQ,1h,4230,resistance,0.11854014080776543,11.815709538437954,0.32875606882085745,0.6019118255100624,1,0.11084250883288782,0.11693294026257313,0.13676686236741736,0
NQ,1h,4250,support,0.11699859779858524,12.598297343363589,0.3728376648415417,0.60227108047424,1,0.11247034408381013,0.10900310724911885,0.14205529130793362,1
NQ,1h,4270,support,0.139713665635403,11.782048552440797,0.3569652262947747,0.6080580249739375,1,0.22738892804813549,0.20725412943240865,0.1481852657653421,0
NQ,1h,4310,support,0.10368200595274135,14.173454985151373,0.43220038732212834,0.6071585844163362,1,0.1350494837047272,0.14749863633989704,0.1436619124236628,0
NQ,1h,4390,support,0.04802295059881634,18.643919924005647,0.4684615084342977,0.6028883386420217,1,0.15668951295670475,0.17519580604860863,0.14587763692252845,0
NQ,1h,4450,resistance,0.028719042280105245,22.39670644951129,0.49864054970027016,0.6048461147374734,1,0.1266363427303178,0.03369678621561259,0.14453858520316062,0
NQ,1h,4470,resistance,0.030513325670773805,20.461718817187418,0.5138159167180367,0.6007139886812628,1,0.08978211279350308,0.08252373123053687,0.1422227551521724,0
NQ,1h,4510,resistance,0.0320512057830592,22.045328220378924,0.49782722640150595,0.6015952412862912,1,0.1311989871082941,0.1349877059853801,0.15751725377085768,1
NQ,1h,4550,resistance,0.05207627663094749,19.588284422271556,0.5424939615865457,0.5998716724229937,1,0.46553844871779054,0.8881503954969736,0.1578379469190776,0
NQ,1h,4570,support,0.058445030526309893,19.157476124912726,0.517081331862573,0.6009004421546579,1,0.1264267032726102,0.11841648091652025,0.16288349065012034,1
NQ,1h,4590,support,0.06262352002879024,18.286729871859862,0.5339148674087434,0.6030825009981927,1,0.12250207441303156,0.10583223249135325,0.17227489223061995,1
NQ,1h,4610,resistance,0.06615347349669487,18.012812501508332,0.5510593589342792,0.6014282756769327,1,0.13330409581262162,0.1206333047713453,0.18014006915816055,1
NQ,1h,4650,support,0.047305949726901386,23.392595499734522,0.368895003542323,0.6003095513982484,1,0.15845175657399285,0.16518708847860947,0.1969698402527153,1
NQ,1h,4670,resistance,0.048748930722713246,22.48391736958741,0.46314615286018046,0.6009501026768459,1,0.1477340710007095,0.14413209941006838,0.1853568003924196,1
NQ,1h,4670,support,0.048748930722713246,22.48391736958741,0.46314615286018046,0.6009501026768459,1,0.1477340710007095,0.14413209941006838,0.1853568003924196,0
NQ,1h,4690,resistance,0.04845564208955788,21.536470896615786,0.4629910957532816,0.6008312541605952,1,0.22750884078345474,0.25116974619217985,0.18858598612780716,0
NQ,1h,4690,support,0.04845564208955788,21.536470896615786,0.4629910957532816,0.6008312541605952,1,0.22750884078345474,0.25116974619217985,0.18858598612780716,1
NQ,1h,4710,resistance,0.04808476957901642,20.204367643333295,0.48060541688232716,0.6055465284601728,1,0.14757359010861887,0.1299338056137355,0.18688895089092553,0
